pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
Coco,Infantil,-2.18,1.01,2.09,1.79,-0.4,1.18
Gladiator,Accion,0.06,0.26,0.2,0.92,1.69,1.18
The Dark Knight,Accion,-0.07,2.19,2.09,0.92,-0.39,1.18
The Godfather,Crimen,0.96,-1.3,-1.3,0.06,0.21,-0.25
The Lord of the Rings,Fantasia,1.1,-0.9,-0.98,-0.38,-0.97,-1.69
The Matrix,Ciencia Ficcion,-0.79,-0.59,-0.47,1.36,1.53,1.18
The Dark Knight,Accion,-0.07,-1.37,-1.34,0.06,0.64,-0.25
Avengers: Endgame,Accion,1.23,2.49,1.75,0.92,0.74,1.18
Gladiator,Accion,0.06,-1.35,-1.32,-1.25,-0.67,-0.25
La La Land,Musical,-1.15,0.06,0.34,0.06,-1.39,-0.25
La La Land,Musical,-1.15,-0.29,-0.06,0.92,1.01,1.18
The Dark Knight,Accion,-0.07,-0.09,-0.1,0.06,1.11,1.18
La La Land,Musical,-1.15,1.59,2.09,-1.25,0.31,1.18
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,-0.38,1.69,1.18
Gladiator,Accion,0.06,0.06,0.01,-1.25,-1.72,-0.25
Avengers: Endgame,Accion,1.23,0.69,0.29,-0.38,-0.13,-0.25
Gladiator,Accion,0.06,0.18,0.13,0.06,0.8,1.18
The Shawshank Redemption,Suspenso,-0.43,1.01,1.1,0.06,-1.71,-0.25
The Dark Knight,Accion,-0.07,0.06,0.04,-1.25,0.04,-0.25
Inception,Ciencia Ficcion,-0.25,1.11,1.13,-0.38,-1.49,-0.25
La La Land,Musical,-1.15,-1.02,-0.89,0.49,-0.9,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.29,-0.43,-1.25,-0.72,-1.69
Gladiator,Accion,0.06,-0.01,-0.06,-1.25,-1.11,-0.25
The Dark Knight,Accion,-0.07,-0.44,-0.44,0.06,0.6,-0.25
Pulp Fiction,Crimen,0.02,1.94,1.81,0.06,0.21,1.18
Forrest Gump,Drama,-0.52,-1.37,-1.32,1.79,1.69,1.18
Pulp Fiction,Crimen,0.02,-0.52,-0.53,1.36,1.26,1.18
The Dark Knight,Accion,-0.07,-0.97,-0.95,-0.81,-0.15,-0.25
La La Land,Musical,-1.15,-0.39,-0.17,-0.38,0.31,-0.25
The Godfather,Crimen,0.96,-1.32,-1.33,0.49,-0.56,-1.69
La La Land,Musical,-1.15,0.49,0.83,-0.81,0.54,-0.25
The Godfather,Crimen,0.96,-0.87,-0.95,0.06,-0.48,-1.69
Avengers: Endgame,Accion,1.23,-0.82,-0.93,0.92,1.52,1.18
Avengers: Endgame,Accion,1.23,0.06,-0.22,-1.25,0.24,-0.25
The Dark Knight,Accion,-0.07,-1.37,-1.34,-0.81,0.62,-0.25
The Shawshank Redemption,Suspenso,-0.43,1.99,2.09,0.92,-1.62,1.18
Avengers: Endgame,Accion,1.23,-0.8,-0.91,-0.38,-0.15,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.32,-0.25,0.92,-1.1,-1.69
Avengers: Endgame,Accion,1.23,0.76,0.35,0.49,-1.62,-0.25
La La Land,Musical,-1.15,0.99,1.4,1.36,0.39,1.18
Gladiator,Accion,0.06,2.17,2.0,1.79,1.58,1.18
The Matrix,Ciencia Ficcion,-0.79,0.06,0.23,-1.25,-0.48,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.22,-1.23,-0.81,1.69,1.18
La La Land,Musical,-1.15,-0.27,-0.03,0.06,0.53,1.18
Coco,Infantil,-2.18,0.11,0.83,-1.25,0.1,-0.25
Gladiator,Accion,0.06,0.28,0.22,-0.38,0.18,-0.25
Coco,Infantil,-2.18,-0.77,-0.39,0.06,-1.68,-1.69
Pulp Fiction,Crimen,0.02,2.02,1.88,-0.81,1.25,1.18
Titanic,Romance,1.86,-0.85,-0.99,-1.25,-1.01,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.49,-0.6,1.79,-1.53,-1.69
Pulp Fiction,Crimen,0.02,0.13,0.09,-1.25,-0.84,-0.25
Avengers: Endgame,Accion,1.23,0.56,0.19,0.49,1.18,1.18
The Shawshank Redemption,Suspenso,-0.43,-1.52,-1.47,0.49,-0.03,-0.25
Avengers: Endgame,Accion,1.23,0.51,0.15,0.92,1.27,1.18
The Dark Knight,Accion,-0.07,0.21,0.19,0.92,0.2,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.69,-0.58,1.36,0.47,-0.25
Avengers: Endgame,Accion,1.23,1.34,0.82,-1.25,-0.56,-0.25
The Lord of the Rings,Fantasia,1.1,0.31,0.01,-0.38,-0.91,-0.25
Pulp Fiction,Crimen,0.02,-0.95,-0.93,0.06,1.17,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.14,-0.07,0.06,1.0,1.18
The Lord of the Rings,Fantasia,1.1,0.54,0.2,-0.81,-0.25,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.44,0.64,0.49,0.51,-0.25
Gladiator,Accion,0.06,0.33,0.27,-1.25,-0.39,-0.25
The Dark Knight,Accion,-0.07,-1.0,-0.97,1.79,1.52,1.18
Forrest Gump,Drama,-0.52,1.67,1.81,-1.25,-0.36,1.18
The Godfather,Crimen,0.96,-1.1,-1.14,0.49,-0.07,-0.25
Fight Club,Drama,-0.65,0.61,0.77,-0.81,-0.34,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.19,-0.04,-0.81,-0.52,-0.25
The Lord of the Rings,Fantasia,1.1,1.77,1.21,0.49,0.36,-0.25
Forrest Gump,Drama,-0.52,0.61,0.72,0.06,-0.05,-0.25
Forrest Gump,Drama,-0.52,-1.42,-1.37,-0.38,-1.15,-1.69
The Matrix,Ciencia Ficcion,-0.79,1.14,1.39,0.06,0.85,1.18
Forrest Gump,Drama,-0.52,-1.37,-1.32,1.36,-1.28,-1.69
Pulp Fiction,Crimen,0.02,0.03,-0.0,0.06,1.69,1.18
Forrest Gump,Drama,-0.52,-1.25,-1.19,1.36,0.49,-0.25
Avengers: Endgame,Accion,1.23,0.13,-0.16,-0.81,0.92,1.18
Coco,Infantil,-2.18,1.01,2.09,1.36,1.61,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.37,-0.3,0.06,-0.05,-0.25
Interstellar,Ciencia Ficcion,0.69,0.59,0.33,-1.25,1.69,1.18
Pulp Fiction,Crimen,0.02,-0.42,-0.43,-0.81,-0.98,-1.69
Forrest Gump,Drama,-0.52,-0.95,-0.88,0.06,-1.72,-1.69
La La Land,Musical,-1.15,-0.62,-0.43,1.36,1.03,-0.25
Gladiator,Accion,0.06,-0.74,-0.75,1.79,-0.57,-0.25
La La Land,Musical,-1.15,0.54,0.89,-0.38,1.41,1.18
The Godfather,Crimen,0.96,0.11,-0.13,0.06,-0.31,-0.25
The Dark Knight,Accion,-0.07,0.69,0.64,-1.25,-0.83,-0.25
The Lord of the Rings,Fantasia,1.1,-1.1,-1.14,0.49,0.66,-0.25
Forrest Gump,Drama,-0.52,-0.82,-0.75,1.79,0.68,-0.25
Inception,Ciencia Ficcion,-0.25,0.61,0.63,0.92,1.55,1.18
Avengers: Endgame,Accion,1.23,0.33,0.0,0.92,-0.83,-0.25
The Godfather,Crimen,0.96,0.56,0.25,-0.81,-1.64,-0.25
Gladiator,Accion,0.06,-0.07,-0.11,0.06,0.37,-0.25
Avengers: Endgame,Accion,1.23,0.91,0.47,-0.81,1.04,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.72,-0.66,0.49,-0.24,-0.25
Forrest Gump,Drama,-0.52,-0.57,-0.49,0.49,0.09,-0.25
The Lord of the Rings,Fantasia,1.1,1.06,0.63,-1.25,0.2,-0.25
The Shawshank Redemption,Suspenso,-0.43,-1.57,-1.53,-0.38,0.58,-0.25
Forrest Gump,Drama,-0.52,1.14,1.27,-0.81,1.16,1.18
Fight Club,Drama,-0.65,-0.77,-0.68,-0.38,1.69,1.18
Interstellar,Ciencia Ficcion,0.69,-1.45,-1.42,1.36,-0.32,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.09,-0.02,-1.25,-1.72,-0.25
Interstellar,Ciencia Ficcion,0.69,0.66,0.4,-0.38,-1.08,-0.25
The Godfather,Crimen,0.96,1.87,1.34,-0.38,-1.01,-0.25
Titanic,Romance,1.86,-1.6,-1.56,-0.38,-1.6,-1.69
Fight Club,Drama,-0.65,-1.55,-1.5,0.49,1.1,1.18
The Dark Knight,Accion,-0.07,1.09,1.03,2.23,1.26,1.18
Pulp Fiction,Crimen,0.02,0.54,0.47,-1.25,-0.15,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.85,-0.9,-0.38,-0.83,-1.69
Fight Club,Drama,-0.65,-0.47,-0.36,0.06,-1.72,-1.69
Titanic,Romance,1.86,-0.44,-0.69,0.92,1.06,1.18
The Lord of the Rings,Fantasia,1.1,-1.07,-1.12,0.92,-1.64,-1.69
Interstellar,Ciencia Ficcion,0.69,1.54,1.16,0.49,-0.12,-0.25
Coco,Infantil,-2.18,-0.34,0.21,-0.38,0.33,-0.25
La La Land,Musical,-1.15,0.31,0.63,0.06,-1.48,-0.25
Coco,Infantil,-2.18,1.01,2.09,-1.25,-1.29,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.42,-0.28,2.66,0.6,-0.25
Gladiator,Accion,0.06,1.01,0.91,0.92,0.53,-0.25
The Dark Knight,Accion,-0.07,-0.85,-0.83,-0.81,1.17,1.18
La La Land,Musical,-1.15,1.49,1.98,-0.81,-1.59,1.18
Gladiator,Accion,0.06,0.64,0.55,2.23,1.69,1.18
The Lord of the Rings,Fantasia,1.1,0.38,0.07,1.36,-1.0,-0.25
Forrest Gump,Drama,-0.52,-1.07,-1.01,0.06,-0.87,-1.69
Interstellar,Ciencia Ficcion,0.69,1.11,0.79,0.06,-0.35,-0.25
Forrest Gump,Drama,-0.52,-0.97,-0.91,0.92,1.29,1.18
Coco,Infantil,-2.18,1.01,2.09,-0.38,-1.08,1.18
Inception,Ciencia Ficcion,-0.25,-1.55,-1.5,-0.81,-0.01,-0.25
Interstellar,Ciencia Ficcion,0.69,1.06,0.75,0.06,0.11,-0.25
Fight Club,Drama,-0.65,-0.85,-0.76,-0.38,-1.72,-1.69
The Dark Knight,Accion,-0.07,-1.55,-1.5,0.92,-0.78,-1.69
Forrest Gump,Drama,-0.52,0.06,0.15,-0.81,-0.41,-0.25
Coco,Infantil,-2.18,-0.47,0.03,-1.25,0.77,-0.25
Interstellar,Ciencia Ficcion,0.69,1.72,1.31,0.49,1.02,-0.25
Inception,Ciencia Ficcion,-0.25,0.28,0.31,1.36,0.5,1.18
Gladiator,Accion,0.06,-1.55,-1.51,-0.38,1.16,1.18
La La Land,Musical,-1.15,0.89,1.29,0.92,0.17,-0.25
Fight Club,Drama,-0.65,1.49,1.7,-0.38,0.71,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.92,-0.82,-0.81,0.28,-0.25
Interstellar,Ciencia Ficcion,0.69,0.46,0.23,-0.81,-0.06,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.27,-0.12,0.06,0.2,-0.25
The Godfather,Crimen,0.96,-0.49,-0.63,0.06,-1.27,-1.69
The Lord of the Rings,Fantasia,1.1,-1.12,-1.16,0.06,1.41,1.18
The Dark Knight,Accion,-0.07,-1.1,-1.07,-0.38,0.83,1.18
Interstellar,Ciencia Ficcion,0.69,-1.52,-1.49,-1.25,1.43,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.17,-0.1,0.49,-0.86,-0.25
Inception,Ciencia Ficcion,-0.25,-0.34,-0.31,-0.38,-0.85,-1.69
La La Land,Musical,-1.15,-1.57,-1.52,1.36,1.62,1.18
Avengers: Endgame,Accion,1.23,-0.97,-1.05,0.92,1.65,1.18
Avengers: Endgame,Accion,1.23,-1.27,-1.29,1.36,-0.33,-1.69
Forrest Gump,Drama,-0.52,0.16,0.26,1.36,0.96,1.18
Titanic,Romance,1.86,-1.55,-1.52,-0.81,0.34,-0.25
The Shawshank Redemption,Suspenso,-0.43,-1.22,-1.17,0.92,0.9,1.18
The Godfather,Crimen,0.96,1.72,1.21,-0.81,1.66,1.18
The Dark Knight,Accion,-0.07,-0.67,-0.66,-1.25,0.36,-0.25
Gladiator,Accion,0.06,1.77,1.62,0.49,0.79,1.18
Fight Club,Drama,-0.65,0.64,0.8,-0.38,0.91,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.17,-0.01,0.92,-0.78,-0.25
The Godfather,Crimen,0.96,1.16,0.75,0.49,-1.36,-0.25
Forrest Gump,Drama,-0.52,-1.35,-1.29,0.49,1.22,1.18
Fight Club,Drama,-0.65,-0.85,-0.76,0.92,-1.0,-1.69
Avengers: Endgame,Accion,1.23,0.31,-0.02,0.49,0.77,1.18
Coco,Infantil,-2.18,0.61,1.53,-1.25,0.27,1.18
Gladiator,Accion,0.06,-0.12,-0.16,0.49,0.98,1.18
Forrest Gump,Drama,-0.52,-0.49,-0.41,0.49,0.96,1.18
Inception,Ciencia Ficcion,-0.25,1.59,1.6,0.49,-0.61,1.18
Coco,Infantil,-2.18,-0.42,0.1,0.92,-0.32,-0.25
The Matrix,Ciencia Ficcion,-0.79,1.01,1.26,0.49,0.34,-0.25
Titanic,Romance,1.86,1.89,1.06,-0.81,-0.21,-0.25
The Shawshank Redemption,Suspenso,-0.43,1.99,2.09,-0.38,-1.0,1.18
La La Land,Musical,-1.15,0.44,0.77,0.92,-0.4,-0.25
Interstellar,Ciencia Ficcion,0.69,0.36,0.14,-0.81,1.65,1.18
Coco,Infantil,-2.18,-1.2,-0.98,-1.25,0.3,-0.25
The Godfather,Crimen,0.96,1.16,0.75,0.06,-1.13,-0.25
The Lord of the Rings,Fantasia,1.1,0.23,-0.05,-1.25,0.78,1.18
Interstellar,Ciencia Ficcion,0.69,1.11,0.79,0.92,0.29,-0.25
Titanic,Romance,1.86,1.87,1.04,3.09,1.06,1.18
Fight Club,Drama,-0.65,-0.95,-0.86,-0.38,-1.39,-1.69
Avengers: Endgame,Accion,1.23,0.28,-0.04,1.36,-0.19,-0.25
Coco,Infantil,-2.18,0.64,1.57,1.36,0.61,1.18
Interstellar,Ciencia Ficcion,0.69,-1.6,-1.56,0.49,0.54,1.18
The Shawshank Redemption,Suspenso,-0.43,0.61,0.69,0.06,0.83,-0.25
Pulp Fiction,Crimen,0.02,-0.87,-0.86,0.49,1.49,1.18
Fight Club,Drama,-0.65,-0.24,-0.12,-1.25,-0.07,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.44,0.64,0.92,1.49,1.18
Forrest Gump,Drama,-0.52,-1.3,-1.24,0.06,-0.94,-1.69
Coco,Infantil,-2.18,-0.39,0.14,0.49,0.75,-0.25
Titanic,Romance,1.86,0.06,-0.32,-1.25,-0.01,-0.25
The Matrix,Ciencia Ficcion,-0.79,-1.37,-1.31,0.06,0.06,-0.25
Interstellar,Ciencia Ficcion,0.69,0.96,0.66,1.36,-0.24,-0.25
The Dark Knight,Accion,-0.07,-1.45,-1.41,0.92,1.07,1.18
Fight Club,Drama,-0.65,-1.17,-1.1,1.36,-1.52,-1.69
Titanic,Romance,1.86,-0.19,-0.5,0.92,0.69,-0.25
Forrest Gump,Drama,-0.52,0.91,1.03,0.49,1.19,1.18
Gladiator,Accion,0.06,0.38,0.32,-1.25,0.13,-0.25
Avengers: Endgame,Accion,1.23,0.94,0.49,0.06,-0.75,-0.25
Inception,Ciencia Ficcion,-0.25,-1.2,-1.16,0.49,-0.75,-0.25
Avengers: Endgame,Accion,1.23,1.26,0.75,0.92,-0.26,-0.25
La La Land,Musical,-1.15,1.59,2.09,-1.25,-1.14,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.74,-0.63,0.92,-0.65,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.09,0.07,-0.38,-1.28,-0.25
Fight Club,Drama,-0.65,-1.27,-1.21,0.06,-0.6,-0.25
The Dark Knight,Accion,-0.07,0.54,0.5,0.92,0.64,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.14,-0.3,0.06,0.68,1.18
Titanic,Romance,1.86,-0.17,-0.49,-0.38,-0.79,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.64,-0.73,-1.25,-0.23,-0.25
Fight Club,Drama,-0.65,-1.37,-1.31,1.36,1.11,-0.25
Avengers: Endgame,Accion,1.23,-0.09,-0.34,-0.38,1.69,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.45,-1.39,1.36,1.34,1.18
Forrest Gump,Drama,-0.52,-1.55,-1.5,0.49,-0.58,-1.69
Titanic,Romance,1.86,-1.05,-1.14,-0.38,-1.72,-1.69
Inception,Ciencia Ficcion,-0.25,0.41,0.43,0.06,-0.62,-0.25
Titanic,Romance,1.86,-0.74,-0.92,1.36,-0.32,-0.25
Fight Club,Drama,-0.65,0.31,0.46,-0.81,0.15,-0.25
Forrest Gump,Drama,-0.52,0.51,0.62,1.79,0.33,-0.25
The Lord of the Rings,Fantasia,1.1,-0.44,-0.61,0.06,1.2,1.18
Forrest Gump,Drama,-0.52,-0.14,-0.05,0.92,1.69,1.18
Gladiator,Accion,0.06,-1.45,-1.41,1.36,-0.7,-1.69
Titanic,Romance,1.86,-0.19,-0.5,-0.81,-1.72,-1.69
Titanic,Romance,1.86,-0.49,-0.73,-0.38,0.51,1.18
The Shawshank Redemption,Suspenso,-0.43,1.29,1.38,0.06,0.4,1.18
Pulp Fiction,Crimen,0.02,2.09,1.95,-0.81,0.36,1.18
Inception,Ciencia Ficcion,-0.25,0.91,0.93,0.92,0.54,1.18
The Godfather,Crimen,0.96,-1.52,-1.49,0.92,1.42,1.18
La La Land,Musical,-1.15,-1.3,-1.2,-1.25,-1.49,-1.69
The Dark Knight,Accion,-0.07,1.89,1.8,-1.25,0.18,1.18
Pulp Fiction,Crimen,0.02,-0.72,-0.72,1.36,1.69,1.18
Gladiator,Accion,0.06,-0.87,-0.87,0.49,0.58,1.18
Titanic,Romance,1.86,0.28,-0.15,0.49,-0.7,-1.69
La La Land,Musical,-1.15,-0.77,-0.6,-0.38,-1.08,-1.69
Inception,Ciencia Ficcion,-0.25,-0.27,-0.24,0.06,1.65,1.18
Interstellar,Ciencia Ficcion,0.69,1.51,1.14,0.92,-1.07,-0.25
Pulp Fiction,Crimen,0.02,-0.95,-0.93,0.92,-1.27,-1.69
Interstellar,Ciencia Ficcion,0.69,0.08,-0.1,-0.81,-1.72,-0.25
The Dark Knight,Accion,-0.07,-0.77,-0.76,1.36,0.72,1.18
La La Land,Musical,-1.15,-1.27,-1.18,-1.25,-1.52,-1.69
Coco,Infantil,-2.18,-0.92,-0.6,0.06,-0.61,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.97,-1.01,0.92,1.18,1.18
The Dark Knight,Accion,-0.07,-1.52,-1.48,-0.38,-1.03,-1.69
Coco,Infantil,-2.18,1.01,2.09,-0.38,1.19,1.18
La La Land,Musical,-1.15,-1.2,-1.09,0.06,0.87,-0.25
Avengers: Endgame,Accion,1.23,0.59,0.21,1.36,1.56,1.18
Avengers: Endgame,Accion,1.23,-1.4,-1.39,-0.81,1.69,1.18
La La Land,Musical,-1.15,0.59,0.95,-0.38,0.57,1.18
La La Land,Musical,-1.15,-0.8,-0.63,-0.38,1.08,1.18
Inception,Ciencia Ficcion,-0.25,1.67,1.67,0.49,1.02,1.18
The Lord of the Rings,Fantasia,1.1,-0.87,-0.96,-0.81,1.13,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.19,-0.04,1.36,1.33,1.18
The Dark Knight,Accion,-0.07,-0.74,-0.73,0.06,0.15,-0.25
Forrest Gump,Drama,-0.52,-0.14,-0.05,-1.25,0.97,1.18
The Godfather,Crimen,0.96,-0.47,-0.61,-0.81,1.39,1.18
The Godfather,Crimen,0.96,0.89,0.52,-0.38,0.59,-0.25
Fight Club,Drama,-0.65,-0.54,-0.44,-0.38,1.03,1.18
Coco,Infantil,-2.18,0.56,1.46,-0.81,1.24,1.18
The Godfather,Crimen,0.96,-1.47,-1.45,0.49,1.34,1.18
La La Land,Musical,-1.15,0.31,0.63,-0.81,1.02,1.18
La La Land,Musical,-1.15,1.59,2.09,0.92,-1.25,1.18
Fight Club,Drama,-0.65,-1.07,-1.0,0.92,-1.09,-1.69
Titanic,Romance,1.86,0.56,0.06,0.06,-1.0,-0.25
La La Land,Musical,-1.15,-0.14,0.11,0.06,1.01,1.18
The Godfather,Crimen,0.96,0.91,0.54,-1.25,-0.43,-0.25
The Dark Knight,Accion,-0.07,-1.27,-1.24,0.92,0.47,1.18
Forrest Gump,Drama,-0.52,-1.07,-1.01,0.06,1.41,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.57,-1.52,0.92,-1.72,-1.69
La La Land,Musical,-1.15,-1.02,-0.89,-0.38,-0.53,-0.25
Interstellar,Ciencia Ficcion,0.69,0.13,-0.06,0.92,-1.72,-0.25
Coco,Infantil,-2.18,-1.15,-0.91,0.49,-0.07,-0.25
La La Land,Musical,-1.15,0.61,0.97,-0.38,-1.4,-0.25
Avengers: Endgame,Accion,1.23,-0.72,-0.85,-0.38,1.23,1.18
Gladiator,Accion,0.06,1.04,0.93,0.49,0.59,-0.25
The Godfather,Crimen,0.96,0.36,0.08,0.06,-1.44,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.89,1.12,-1.25,-0.17,-0.25
The Matrix,Ciencia Ficcion,-0.79,1.19,1.45,0.06,0.06,1.18
Avengers: Endgame,Accion,1.23,-0.87,-0.97,0.92,0.36,-0.25
Coco,Infantil,-2.18,-1.5,-1.4,1.79,0.55,-0.25
The Dark Knight,Accion,-0.07,-0.42,-0.42,-0.38,-1.15,-1.69
Inception,Ciencia Ficcion,-0.25,-0.14,-0.11,0.92,-0.68,-1.69
Avengers: Endgame,Accion,1.23,-0.47,-0.64,1.36,-1.26,-1.69
Inception,Ciencia Ficcion,-0.25,1.34,1.35,-1.25,0.4,-0.25
The Godfather,Crimen,0.96,-1.1,-1.14,0.49,-1.11,-1.69
Coco,Infantil,-2.18,-1.6,-1.54,-1.25,0.78,1.18
La La Land,Musical,-1.15,-0.97,-0.83,1.36,-0.33,-0.25
The Lord of the Rings,Fantasia,1.1,0.49,0.15,-1.25,0.17,-0.25
Coco,Infantil,-2.18,-1.22,-1.02,-0.81,-1.22,-1.69
Gladiator,Accion,0.06,-1.4,-1.36,-0.81,-1.3,-1.69
Avengers: Endgame,Accion,1.23,1.51,0.96,-1.25,-0.99,-0.25
The Godfather,Crimen,0.96,-1.47,-1.45,-0.81,-0.46,-1.69
The Godfather,Crimen,0.96,-1.47,-1.45,0.92,-1.72,-1.69
Fight Club,Drama,-0.65,0.86,1.04,-1.25,0.96,1.18
Forrest Gump,Drama,-0.52,0.46,0.57,0.92,-1.09,-0.25
Avengers: Endgame,Accion,1.23,-0.57,-0.73,1.36,1.69,1.18
Forrest Gump,Drama,-0.52,-0.32,-0.23,1.36,0.86,1.18
La La Land,Musical,-1.15,-0.22,0.03,-0.38,0.92,-0.25
Avengers: Endgame,Accion,1.23,0.64,0.25,-1.25,0.32,-0.25
Gladiator,Accion,0.06,-0.59,-0.61,1.36,-1.64,-1.69
Fight Club,Drama,-0.65,1.01,1.19,0.92,1.4,1.18
Coco,Infantil,-2.18,-0.85,-0.49,-0.38,1.0,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.21,0.39,-0.81,-0.5,-0.25
Titanic,Romance,1.86,1.74,0.94,0.92,-0.02,-0.25
Fight Club,Drama,-0.65,-1.47,-1.42,0.06,0.84,-0.25
The Godfather,Crimen,0.96,-0.19,-0.38,-0.38,0.08,-0.25
Inception,Ciencia Ficcion,-0.25,0.18,0.21,1.79,1.38,1.18
Pulp Fiction,Crimen,0.02,0.28,0.23,-0.38,0.18,-0.25
Coco,Infantil,-2.18,0.18,0.94,-1.25,0.84,1.18
Gladiator,Accion,0.06,-0.9,-0.89,-1.25,-0.4,-1.69
The Matrix,Ciencia Ficcion,-0.79,-1.22,-1.15,0.06,0.47,-0.25
Coco,Infantil,-2.18,1.01,2.09,0.06,-0.15,1.18
Avengers: Endgame,Accion,1.23,1.41,0.88,-0.81,-1.72,-0.25
The Dark Knight,Accion,-0.07,0.38,0.35,1.79,-0.97,-0.25
Pulp Fiction,Crimen,0.02,1.09,1.0,0.49,-1.72,-0.25
Avengers: Endgame,Accion,1.23,2.32,1.61,1.36,-1.32,1.18
Pulp Fiction,Crimen,0.02,0.49,0.42,3.09,0.13,-0.25
Fight Club,Drama,-0.65,0.81,0.98,0.92,-0.54,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.97,-1.01,0.92,-0.36,-0.25
Pulp Fiction,Crimen,0.02,-0.04,-0.08,0.49,-1.65,-0.25
The Godfather,Crimen,0.96,0.06,-0.17,0.06,0.15,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.38,0.46,0.92,1.17,1.18
Inception,Ciencia Ficcion,-0.25,-0.39,-0.36,-1.25,-1.72,-1.69
Titanic,Romance,1.86,0.31,-0.13,-1.25,-0.02,-0.25
Inception,Ciencia Ficcion,-0.25,-0.72,-0.68,-0.38,-1.28,-1.69
The Shawshank Redemption,Suspenso,-0.43,-1.07,-1.02,-1.25,0.41,-0.25
Forrest Gump,Drama,-0.52,-0.04,0.05,-1.25,1.17,1.18
The Godfather,Crimen,0.96,1.29,0.86,0.49,-1.59,-0.25
The Dark Knight,Accion,-0.07,-1.55,-1.5,-1.25,1.39,1.18
Pulp Fiction,Crimen,0.02,1.46,1.35,-0.81,-1.33,-0.25
Forrest Gump,Drama,-0.52,-0.85,-0.78,-1.25,-1.35,-1.69
The Godfather,Crimen,0.96,1.09,0.69,-1.25,-0.07,-0.25
Coco,Infantil,-2.18,0.64,1.57,-0.38,-1.25,1.18
Fight Club,Drama,-0.65,-0.14,-0.02,-0.81,-0.55,-0.25
Inception,Ciencia Ficcion,-0.25,-0.42,-0.39,-0.38,0.77,-0.25
Forrest Gump,Drama,-0.52,1.04,1.16,0.49,-0.27,-0.25
Gladiator,Accion,0.06,-0.62,-0.63,-0.38,0.16,-0.25
Pulp Fiction,Crimen,0.02,-0.69,-0.7,-0.81,1.45,1.18
Pulp Fiction,Crimen,0.02,0.31,0.26,1.79,-0.18,-0.25
The Dark Knight,Accion,-0.07,1.11,1.05,-1.25,0.89,1.18
Interstellar,Ciencia Ficcion,0.69,-0.02,-0.19,-1.25,-0.05,-0.25
Gladiator,Accion,0.06,1.31,1.19,1.79,-0.29,-0.25
Pulp Fiction,Crimen,0.02,1.29,1.19,-0.38,1.2,1.18
The Matrix,Ciencia Ficcion,-0.79,0.38,0.58,-0.38,0.56,-0.25
Gladiator,Accion,0.06,-0.44,-0.46,-0.81,1.52,1.18
Pulp Fiction,Crimen,0.02,1.77,1.64,0.06,-0.56,1.18
The Shawshank Redemption,Suspenso,-0.43,1.01,1.1,0.49,1.69,1.18
Gladiator,Accion,0.06,1.11,1.0,1.79,-1.72,-0.25
The Godfather,Crimen,0.96,-0.22,-0.4,1.36,-1.72,-1.69
Gladiator,Accion,0.06,-0.97,-0.96,0.92,0.32,-0.25
Titanic,Romance,1.86,-0.12,-0.45,-0.38,1.42,1.18
The Dark Knight,Accion,-0.07,-1.32,-1.29,0.06,1.69,1.18
Fight Club,Drama,-0.65,-0.42,-0.31,-1.25,-0.35,-0.25
Fight Club,Drama,-0.65,0.74,0.9,-1.25,-0.91,-0.25
Fight Club,Drama,-0.65,0.03,0.17,0.06,-1.46,-0.25
The Godfather,Crimen,0.96,-0.8,-0.88,0.49,-0.82,-0.25
Forrest Gump,Drama,-0.52,0.76,0.88,0.92,0.34,-0.25
Avengers: Endgame,Accion,1.23,-0.49,-0.66,-0.38,0.58,1.18
